확정출주표,,,,,,,,,,,,,,,,,,,
6,A1,13,김민준,남,36,57,7.00,6.72,50.0,61.1,66.7,0.15,1416 2111,7.46,63.8,F0L0,0.28,17,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,신동길,48,11.1/9,37.5/8,00.0/8,00.0/8,00.0/7,00.0/8,020,4.15,20.6,38.2,황이태/654,김기한/615,057,5.11,31.6,,
2,임태경,25,16.7/6,100.0/2,40.0/5,25.0/4,00.0/4,00.0/4,031,6.33,53.3,73.3,정용진/221,김현덕/233,001,6.12,45.5,,
3,이용세,44,66.7/6,57.1/7,50.0/8,28.6/7,11.1/9,14.3/7,045,5.17,30.6,50.0,박원규/511,이동준/312,015,5.76,35.3,,
4,김선웅,38,50.0/6,40.0/5,37.5/8,33.3/6,14.3/7,00.0/6,097,4.74,13.0,47.8,사재준/343,김국흠/423,056,4.03,21.9,,
5,서화모,30,16.7/6,75.0/4,25.0/4,20.0/5,50.0/6,00.0/5,104,4.94,33.3,44.4,어선규/133,이상문/161,038,5.63,42.1,,
6,김민준,40,83.3/6,77.8/9,50.0/6,37.5/8,33.3/6,40.0/5,027,7.46,61.5,76.9,주은석/1114,홍진수/135,058,5.58,38.7,,
제 10경주  (일반  15:09    플라잉   2주회1200m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,B2,15,정승호,남,35,61,4.77,2.08,7.7,38.5,46.2,0.18,0140 3440,4.56,28.2,F1L0,2.86,,
2,A2,1,정용진,남,52,56,4.94,4.50,17.6,35.3,47.1,0.19,2214 0641,5.55,43.4,F0L0,0.5,2,
3,B2,8,김민길,남,45,56,7.83,7.64,61.1,77.8,77.8,0.18,1146 2162,6.09,46.8,F0L0,0.23,3,
4,B2,11,김응선,남,39,55,6.63,5.71,42.1,47.4,73.7,0.18,1313 2614,7.06,58.3,F0L0,0.18,,
5,B1,1,윤영근,남,55,54,3.89,3.74,5.3,10.5,36.8,0.19,6663 6633,3.98,16.9,F0L0,0.18,,
6,A1,3,이주영,여,42,55,5.65,5.53,5.9,47.1,58.8,0.24,4222 3516,6.25,49.1,F0L0,0.13,,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,정승호,18,50.0/2,75.0/4,25.0/4,33.3/3,33.3/3,00.0/2,066,7.16,58.1,77.4,정경호/45,한 진/3111,045,4.54,17.9,,
2,정용진,42,100.0/7,33.3/6,62.5/8,83.3/6,00.0/7,37.5/8,056,6.24,48.3,62.1,김민천/63,심상철/1121,065,4.08,20.8,,
3,김민길,30,80.0/5,80.0/5,80.0/5,75.0/4,33.3/6,00.0/5,067,6.87,53.3,73.3,박진서/35,박민성/4552,020,6.47,52.9,,
4,김응선,40,100.0/7,57.1/7,42.9/7,66.7/6,50.0/6,28.6/7,001,5.59,38.2,52.9,신동길/664,김경일/414,109,4.94,34.3,,
5,윤영근,39,50.0/8,40.0/5,14.3/7,00.0/6,16.7/6,00.0/7,068,4.64,33.3,41.7,이상문/536,강지환/563,030,6.52,52.4,,
6,이주영,47,77.8/9,50.0/6,55.6/9,57.1/7,25.0/8,25.0/8,101,5.53,38.9,58.3,기광서/442,박준호/5526,051,4.52,24.0,,
제 11경주  (일반  15:33    플라잉   2주회1200m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,B2,14,김은지,여,36,52,4.22,3.81,5.6,16.7,27.8,0.24,6554 2324,1.67,0.0,F0L0,0,3,
2,A2,1,이택근,남,51,60,6.22,5.94,27.8,44.4,66.7,0.18,2161 4236,5.38,37.5,F0L0,0.33,,
3,A2,8,한종석,남,41,57,6.05,5.82,10.5,42.1,63.2,0.21,2132 2424,5.80,40.9,F0L0,0.24,,
4,A1,2,김민천,남,48,56,8.39,8.25,55.6,77.8,88.9,0.28,2111 6321,7.51,65.7,F0L0,0.14,,
5,B1,14,조규태,남,38,57,3.50,2.25,5.6,5.6,27.8,0.21,5614 4365,4.26,18.0,F1L0,1.77,2,
6,B2,16,최인원,남,34,55,4.50,2.11,7.1,14.3,50.0,0.17,3150 3434,4.65,24.3,F1L0,1.75,,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,김은지,3,00.0/0,00.0/1,00.0/1,00.0/0,00.0/1,00.0/0,054,6.19,37.0,63.0,임태경/423,구현구/1331,005,5.93,42.9,,
2,이택근,26,66.7/3,50.0/4,00.0/5,75.0/4,25.0/4,16.7/6,039,4.69,25.7,48.6,황동규/21,박지윤/43,027,5.03,25.8,,
3,한종석,46,87.5/8,85.7/7,50.0/8,37.5/8,14.3/7,00.0/8,038,5.03,31.3,46.9,한 진/642,김영민/366,105,5.70,45.0,,
4,김민천,45,100.0/7,66.7/9,57.1/7,87.5/8,28.6/7,42.9/7,035,6.52,41.9,71.0,김지현/24,류해광/2131,066,6.00,40.9,,
5,조규태,30,50.0/4,00.0/5,33.3/6,20.0/5,16.7/6,00.0/4,016,6.81,55.6,66.7,박준호/421,임태경/124,008,5.38,40.6,,
6,최인원,19,33.3/3,00.0/3,00.0/4,00.0/3,00.0/4,00.0/2,079,5.48,39.4,54.5,우진수/646,나종호/343,021,5.00,35.5,,
제 12경주  (일반  15:57    플라잉   2주회1200m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,B2,16,염윤정,여,36,53,2.84,2.24,10.5,10.5,15.8,0.24,6066 5145,2.84,10.0,F0L0,0.88,,
2,A1,11,서 휘,남,38,59,7.35,7.25,50.0,65.0,75.0,0.19,1511 1316,6.62,51.9,F0L0,0,3,
3,B1,1,김종목,남,50,55,4.35,3.82,5.9,29.4,47.1,0.22,6146 5663,4.35,23.1,F0L0,0.5,4,
4,A2,11,김영민,남,41,56,5.23,5.23,9.1,27.3,54.5,0.22,3662 3313,5.30,33.3,F0L0,0,,
5,A1,12,조성인,남,36,53,7.28,6.81,44.4,66.7,72.2,0.18,2141 5611,7.08,60.3,F0L0,0.5,5,
6,B1,16,전동욱,남,33,57,4.22,3.69,22.2,33.3,33.3,0.24,2562 1141,4.78,33.3,F0L0,0.29,,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,염윤정,36,00.0/4,28.6/7,14.3/7,00.0/6,00.0/6,00.0/6,063,5.77,40.0,60.0,이재학/114,김종목/614,011,5.72,46.9,,
2,서 휘,29,83.3/6,75.0/4,60.0/5,50.0/4,20.0/5,40.0/5,094,5.08,36.1,44.4,배혜민/566,이주영/351,019,4.55,29.0,부상 후 출전,
3,김종목,47,75.0/8,25.0/8,28.6/7,11.1/9,12.5/8,00.0/7,040,7.41,62.1,79.3,장영태/52,윤동오/2121,083,5.16,29.0,,
4,김영민,36,66.7/6,50.0/6,50.0/6,16.7/6,00.0/6,00.0/6,002,5.06,28.1,56.3,이응석/63,신현경/622,092,5.16,31.3,,
5,조성인,44,100.0/7,71.4/7,62.5/8,75.0/8,20.0/5,55.6/9,037,5.13,36.7,43.3,류해광/125,김민길/114,082,4.44,6.3,,
6,전동욱,35,50.0/6,83.3/6,20.0/5,16.7/6,00.0/6,16.7/6,049,5.21,34.5,51.7,김경일/42,박상현/546,063,4.91,30.3,,
제 13경주  (일반  16:21    플라잉   2주회1200m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,B1,5,이종인,남,46,56,4.39,4.19,5.6,16.7,50.0,0.37,4633 5621,4.31,20.4,F0L0,0.25,5,
2,A2,7,정경호,남,44,55,6.29,6.06,23.5,41.2,64.7,0.21,6334 5124,5.92,39.4,F0L0,0.24,,
3,B1,1,김명진,남,55,59,3.63,3.63,10.5,21.1,21.1,0.32,5515 5652,3.47,15.1,F0L0,0,,
4,B1,2,한 운,남,51,54,4.81,4.36,4.8,23.8,52.4,0.27,3434 2355,4.21,21.1,F0L0,0.58,3,
5,A2,7,황이태,남,44,58,4.65,4.44,5.9,29.4,41.2,0.24,6544 3221,4.88,31.4,F0L0,0.25,4,
6,A2,8,정주현,남,40,53,7.11,6.95,36.8,63.2,73.7,0.20,2611 5141,5.90,45.9,F0L0,0.16,2,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,이종인,33,20.0/5,16.7/6,25.0/4,20.0/5,14.3/7,16.7/6,072,4.77,26.7,46.7,손지영/53,정주현/261,102,5.25,31.3,,
2,정경호,39,57.1/7,50.0/6,66.7/6,28.6/7,50.0/6,00.0/7,022,4.19,19.4,44.4,송효석/340,김동민/633,091,6.47,46.7,,
3,김명진,36,42.9/7,60.0/5,00.0/6,16.7/6,00.0/6,00.0/6,005,5.74,37.1,60.0,전두식/234,김태훈/14,054,4.27,26.7,,
4,한 운,36,60.0/5,00.0/6,33.3/6,28.6/7,14.3/7,00.0/5,107,5.86,48.3,62.1,홍진수/322,임 건/62,071,4.80,32.0,,
5,황이태,32,66.7/6,20.0/5,40.0/5,00.0/6,25.0/4,33.3/6,059,4.82,24.2,51.5,김창규/532,어선규/321,101,5.48,36.4,,
6,정주현,37,85.7/7,66.7/6,40.0/5,28.6/7,16.7/6,33.3/6,058,5.84,43.2,59.5,최인원/315,한종석/213,069,5.44,33.3,,
제 14경주  (일반  16:45    플라잉   2주회1200m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,B1,15,한준희,남,30,59,4.74,4.00,15.8,26.3,42.1,0.15,4201 4626,4.52,25.0,F0L0,0.85,,
2,B1,14,서종원,남,35,61,4.11,4.06,16.7,22.2,38.9,0.34,6356 6523,3.98,18.6,F0L0,0.06,6,
3,B1,2,사재준,남,50,62,5.89,5.72,16.7,38.9,55.6,0.22,3434 3125,4.79,24.6,F0L0,0.19,2,
4,A1,1,정민수,남,49,59,6.61,6.36,22.2,38.9,77.8,0.22,1534 3364,6.39,47.8,F0L0,0.25,,
5,A2,11,정훈민,남,38,56,3.88,3.53,17.6,23.5,23.5,0.20,4255 1656,4.80,30.9,F0L0,0.14,3,
6,A2,8,전두식,남,44,57,4.65,4.21,5.9,23.5,52.9,0.25,2340 3623,5.00,22.6,F0L0,0.65,4,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,한준희,39,50.0/6,28.6/7,00.0/8,16.7/6,16.7/6,16.7/6,088,6.32,44.0,68.0,심상철/32,양원준/1643,035,3.93,13.8,,
2,서종원,36,33.3/6,60.0/5,20.0/5,00.0/7,14.3/7,00.0/6,008,5.38,38.2,52.9,박준호/465,이 인/225,096,4.13,15.6,,
3,사재준,40,57.1/7,28.6/7,60.0/5,00.0/8,33.3/6,28.6/7,083,5.97,38.9,66.7,이주영/4222,정승호/014,067,5.91,47.8,,
4,정민수,44,62.5/8,62.5/8,28.6/7,60.0/5,37.5/8,12.5/8,010,7.52,63.0,77.8,길현태/21,이동준/4122,032,4.95,23.8,,
5,정훈민,35,83.3/6,50.0/6,25.0/4,16.7/6,28.6/7,16.7/6,082,6.00,43.8,68.8,이태희/232,서화모/02,014,6.27,46.7,,
6,전두식,32,75.0/4,16.7/6,33.3/6,20.0/5,12.5/8,00.0/3,073,5.59,35.3,52.9,오세준/625,한 운/3434,039,4.91,20.6,,
제 15경주  (일반  17:09    플라잉   2주회1200m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,A2,6,문주엽,남,43,57,6.00,5.75,11.1,44.4,66.7,0.20,3555 2234,5.30,35.7,F0L0,0.28,,
2,B1,1,권명호,남,55,57,4.21,3.66,10.5,31.6,36.8,0.26,2615 5255,4.13,26.9,F0L0,0.43,5,
3,A1,12,류석현,남,38,58,5.14,4.86,14.3,42.9,52.4,0.26,1261 5636,6.12,50.0,F0L0,0.29,4,
4,A2,7,윤동오,남,41,59,6.52,6.45,33.3,57.1,61.9,0.18,2642 1211,5.42,36.4,F0L0,0,,
5,B1,9,홍기철,남,42,68,4.53,4.00,6.7,26.7,46.7,0.21,0646 6332,4.51,19.5,F0L0,1.25,6,
6,B2,2,김종민,남,47,55,6.72,5.67,16.7,61.1,77.8,0.14,3222 2241,6.89,59.6,F0L0,0.25,7,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,문주엽,36,66.7/6,20.0/5,16.7/6,28.6/7,00.0/5,28.6/7,091,5.52,38.7,54.8,김지현/322,김동경/234,053,4.80,30.0,,
2,권명호,34,83.3/6,16.7/6,40.0/5,16.7/6,00.0/5,16.7/6,103,5.00,38.7,48.4,이용세/236,송효범/561,064,4.23,19.2,,
3,류석현,42,75.0/8,50.0/6,40.0/5,62.5/8,40.0/5,20.0/10,105,4.63,20.0,45.7,손근성/611,이경섭/526,062,3.45,6.5,,
4,윤동오,35,100.0/5,60.0/5,57.1/7,50.0/6,16.7/6,33.3/6,076,5.30,33.3,56.7,양원준/323,이주영/6242,031,2.71,9.5,,
5,홍기철,28,40.0/5,00.0/4,50.0/4,40.0/5,16.7/6,00.0/4,109,7.06,58.8,70.6,이현준/112,반혜진/611,055,4.20,30.0,부상 후 출전,
6,김종민,25,66.7/3,80.0/5,60.0/5,60.0/5,33.3/3,25.0/4,080,6.56,47.1,70.6,박원규/11,김영민/2331,025,5.94,42.4,,
제 16경주  (일반  17:33   온라인    2주회1535m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,A2,5,박종덕,남,46,56,7.83,7.33,50.0,83.3,83.3,18.06,6111 2212,7.80,80.0,F0L0,0,8,
2,B1,15,김지영,여,37,54,5.33,5.33,33.3,50.0,50.0,18.16,5121 6652,6.20,60.0,F0L0,0,,
3,B2,15,윤상선,남,32,63,1.50,1.50,0.0,0.0,0.0,18.32,6541 3634,1.00,0.0,F0L0,0,4,
4,A2,10,김태규,남,40,59,4.67,4.58,0.0,33.3,33.3,18.10,5445 2251,4.00,20.0,F0L0,0,7,
5,A2,1,김창규,남,53,58,7.00,6.83,33.3,50.0,66.7,17.88,3214 1461,7.60,60.0,F0L0,0,6,
6,A1,7,류해광,남,40,60,6.83,6.83,33.3,66.7,66.7,18.14,2412 1625,6.83,66.7,F0L0,0,5,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,박종덕,5,00.0/0,100.0/1,100.0/1,00.0/1,100.0/1,100.0/1,007,4.50,18.2,40.9,임 건/43,황동규/55,028,5.97,46.9,,
2,김지영,5,100.0/1,100.0/1,100.0/1,00.0/0,00.0/1,00.0/1,074,4.67,13.3,46.7,송효범/4543,전정환/033,100,5.00,32.1,,
3,윤상선,1,00.0/0,00.0/0,00.0/0,00.0/1,00.0/0,00.0/0,030,6.05,45.5,63.6,주은석/12,김지영/2424,022,4.65,23.1,,
4,김태규,5,00.0/1,00.0/0,00.0/2,100.0/1,00.0/1,00.0/0,108,4.51,28.6,42.9,이종인/463,홍진수/145,050,4.03,13.8,,
5,김창규,5,00.0/1,00.0/1,100.0/1,100.0/1,100.0/1,00.0/0,011,6.22,61.1,61.1,조성인/56,김미연/221,009,6.31,51.7,,
6,류해광,6,00.0/1,100.0/1,100.0/1,00.0/1,100.0/1,100.0/1,096,5.63,40.0,57.1,반혜진/515,이현준/21,110,4.61,13.0,,
제 17경주  (일반  17:57   온라인    2주회1535m),,,,,,,,,,,,,,,,,,,
번,등,기,선수명,성,나,체,최근 6회차 성적,,,,,,최근8경주,연간누적성적,,F/L,사고점,금일,금회성적
호,급,수,,별,이,중,평균,평균,승률,연대율,,평균,착순,평균,연대율,,,출주,(1일째)
,,,,,,,착순점,득점,,2,3,ST/OST,,착순점,,,,경주,
1,B1,8,김동경,남,45,57,4.17,4.00,0.0,0.0,33.3,18.21,4436 3435,4.20,0.0,F0L0,0,7,
2,B2,10,이경섭,남,41,60,5.00,4.58,33.3,33.3,50.0,18.02,6611 3521,5.60,40.0,F0L0,0,,
3,A1,13,김민준,남,36,57,9.67,9.67,83.3,100.0,100.0,17.91,1211 1113,9.67,100.0,F0L0,0,9,
4,A2,7,배혜민,남,43,56,8.67,8.67,50.0,83.3,100.0,17.98,3211 1251,8.67,83.3,F0L0,0,5,
5,A1,8,이동준,남,39,56,7.33,7.33,16.7,66.7,83.3,18.20,2324 1223,7.33,66.7,F0L0,0,6,
6,A1,10,반혜진,여,37,52,7.33,7.17,33.3,50.0,83.3,18.12,3112 4351,6.57,42.9,F0L0,0.5,8,
번호,선수명,최근 6개월 연대율 및 코스별 성적,,,,,,,모터성적,,,,전 탑승,,보트성적,,,특이사항,
,,출주,1코스,2코스,3코스,4코스,5코스,6코스,번호,평균,연대율,,선수/착순,,번호,평균,연대율,,
,,횟수,,,,,,,,착순점,2,3,,,,착순점,,,
1,김동경,4,00.0/0,00.0/1,00.0/1,00.0/0,00.0/1,00.0/1,064,4.18,22.7,31.8,서종원/635,김선웅/443,048,5.47,37.5,,
2,이경섭,5,100.0/1,100.0/1,00.0/0,00.0/1,00.0/1,00.0/1,017,4.79,34.5,44.8,조규태/561,김미연/36,081,4.38,33.3,,
3,김민준,5,100.0/1,100.0/1,00.0/0,100.0/1,100.0/1,100.0/1,027,7.46,61.5,76.9,주은석/1114,홍진수/135,058,5.58,38.7,,
4,배혜민,5,100.0/1,00.0/1,100.0/1,100.0/1,00.0/0,100.0/1,028,6.29,45.2,67.7,한성근/66,이승일/4224,074,4.78,34.4,,
5,이동준,6,100.0/1,100.0/1,100.0/1,00.0/1,00.0/1,100.0/1,057,4.41,25.0,37.5,정경호/633,조규태/4436,097,4.11,22.9,,
6,반혜진,6,50.0/2,100.0/1,100.0/1,00.0/1,00.0/0,00.0/1,029,5.62,44.1,58.8,박상현/225,이택근/216,093,3.96,21.4,,
